Date,AAPL,TLT,MSFT
2020-06-01,78.12643432617188,140.26553344726562,174.8793182373047
2020-06-02,78.4881362915039,139.75555419921875,176.86888122558594
2020-06-03,78.92020416259766,137.897216796875,177.29930114746094
2020-06-04,78.24052429199219,135.9005889892578,174.96539306640625
2020-06-05,80.46890258789062,134.93252563476562,179.05926513671875
2020-06-08,80.94468688964844,135.45114135742188,180.16883850097656
2020-06-09,83.5007553100586,136.9895782470703,181.54620361328125
2020-06-10,85.64899444580078,139.02085876464844,188.280029296875
2020-06-11,81.5369644165039,141.64846801757812,178.1697235107422
2020-06-12,82.24090576171875,140.2827911376953,179.57582092285156
2020-06-15,83.25801086425781,140.36053466796875,180.72357177734375
2020-06-16,85.46453094482422,138.20835876464844,185.15225219726562
2020-06-17,85.3455810546875,138.77877807617188,185.7931671142578
2020-06-18,85.37957000732422,140.24822998046875,187.78269958496094
2020-06-19,84.89164733886719,140.36053466796875,186.66354370117188
2020-06-22,87.11274719238281,140.37789916992188,191.8478240966797
2020-06-23,88.97215270996094,139.4184112548828,193.1295928955078
2020-06-24,87.40160369873047,140.9137725830078,189.236572265625
2020-06-25,88.56189727783203,141.3199920654297,191.6278533935547
2020-06-26,85.84076690673828,142.83261108398438,187.792236328125
2020-06-29,87.8191146850586,142.3831329345703,189.8105010986328
2020-06-30,88.55220794677734,141.691650390625,194.66000366210938
2020-07-01,88.38470458984375,141.41648864746094,195.79824829101562
2020-07-02,88.38470458984375,141.56358337402344,197.29042053222656
2020-07-06,90.74903869628906,140.98382568359375,201.53732299804688
2020-07-07,90.46746063232422,142.9654541015625,199.19383239746094
2020-07-08,92.57443237304688,142.39430236816406,203.57470703125
2020-07-09,92.9725341796875,144.6615753173828,204.99993896484375
2020-07-10,93.13516235351562,143.93467712402344,204.37820434570312
2020-07-13,92.70550537109375,144.41061401367188,198.065185546875
2020-07-14,94.2396469116211,144.61830139160156,199.2895050048828
2020-07-15,94.88776397705078,143.94326782226562,198.9929962158203
2020-07-16,93.72016906738281,144.6269073486328,195.0521697998047
2020-07-17,93.53084564208984,144.32412719726562,194.05738830566406
2020-07-20,95.50189971923828,144.6789093017578,202.39820861816406
2020-07-21,94.18382263183594,144.76535034179688,199.67214965820312
2020-07-22,94.44840240478516,145.19810485839844,202.54165649414062
2020-07-23,90.14942932128906,146.89414978027344,193.73216247558594
2020-07-24,89.92611694335938,146.8855438232422,192.54611206054688
2020-07-27,92.05736541748047,146.34034729003906,194.9851837158203
2020-07-28,90.54511260986328,147.35281372070312,193.23483276367188
2020-07-29,92.28070831298828,147.1018829345703,195.1860809326172
2020-07-30,93.39733123779297,148.07102966308594,195.03302001953125
2020-07-31,103.17496490478516,147.97581481933594,196.0947723388672
2020-08-03,105.77471923828125,147.2308349609375,207.12338256835938
2020-08-04,106.48110961914062,148.63430786132812,204.01466369628906
2020-08-05,106.8670883178711,147.3347930908203,203.67990112304688
2020-08-06,110.59559631347656,148.15782165527344,206.94166564941406
2020-08-07,108.08109283447266,147.1702117919922,203.23989868164062
2020-08-10,109.65205383300781,146.51181030273438,199.19383239746094
2020-08-11,106.3910140991211,144.77052307128906,194.53565979003906
2020-08-12,109.92684173583984,143.45362854003906,200.093017578125
2020-08-13,111.87227630615234,141.92034912109375,199.6243133544922
2020-08-14,111.77259063720703,141.3658905029297,199.81558227539062
2020-08-17,111.48074340820312,141.72103881835938,201.1355743408203
2020-08-18,112.40970611572266,142.734619140625,202.29298400878906
2020-08-19,112.55073547363281,141.8423614501953,201.06568908691406
2020-08-20,115.04820251464844,143.12449645996094,205.7447509765625
2020-08-21,120.9769287109375,143.98216247558594,204.24900817871094
2020-08-24,122.4238052368164,143.74822998046875,204.8914031982422
2020-08-25,121.41950225830078,142.64804077148438,207.5569610595703
2020-08-26,123.0706787109375,142.1022186279297,212.04421997070312
2020-08-27,121.59945678710938,139.68521118164062,217.2506561279297
2020-08-28,121.40245819091797,139.58126831054688,219.48471069335938
2020-08-31,125.51949310302734,140.50820922851562,216.243896484375
2020-09-01,130.51925659179688,142.11529541015625,217.91226196289062
2020-09-02,127.8150863647461,143.46829223632812,222.1119384765625
2020-09-03,117.58212280273438,143.87588500976562,208.35276794433594
2020-09-04,117.65995025634766,141.14393615722656,205.42832946777344
2020-09-08,109.74201965332031,142.01124572753906,194.31553649902344
2020-09-09,114.11924743652344,141.6296844482422,202.59022521972656
2020-09-10,110.39373779296875,142.34942626953125,196.9139404296875
2020-09-11,108.94438171386719,142.653076171875,195.629150390625
2020-09-14,112.21272277832031,142.6444091796875,196.9523162841797
2020-09-15,112.3878173828125,142.29737854003906,200.18357849121094
2020-09-16,109.07085418701172,141.87249755859375,196.607177734375
2020-09-17,107.32967376708984,142.30616760253906,194.5552215576172
2020-09-18,103.92516326904297,141.8638153076172,192.13900756835938
2020-09-21,107.0767822265625,142.58360290527344,194.20046997070312
2020-09-22,108.75956726074219,142.47088623046875,198.87957763671875
2020-09-23,104.1975326538086,142.6616973876953,192.33078002929688
2020-09-24,105.26753234863281,143.20814514160156,194.82373046875
2020-09-25,109.21675109863281,143.20814514160156,199.2631378173828
2020-09-28,111.82363891601562,142.80047607421875,200.8164520263672
2020-09-29,110.97735595703125,142.9652557373047,198.72613525390625
2020-09-30,112.65044403076172,141.59486389160156,201.66973876953125
2020-10-01,113.60370635986328,141.82846069335938,203.71205139160156
2020-10-02,109.93656921386719,141.2988739013672,197.70021057128906
2020-10-05,113.32162475585938,138.5380096435547,201.71766662597656
2020-10-06,110.07275390625,139.2846221923828,197.43177795410156
2020-10-07,111.94035339355469,138.2688446044922,201.19033813476562
2020-10-08,111.83335876464844,139.01548767089844,201.9094696044922
2020-10-09,113.77880859375,138.9894561767578,206.92410278320312
2020-10-12,121.00609588623047,139.43223571777344,212.283935546875
2020-10-13,117.7961196899414,140.43067932128906,213.68382263183594
2020-10-14,117.8836669921875,140.75189208984375,211.7661590576172
2020-10-15,117.41675567626953,140.50881958007812,210.61563110351562
2020-10-16,115.77285766601562,140.11813354492188,210.61563110351562
2020-10-19,112.81581115722656,139.58848571777344,205.39959716796875
2020-10-20,114.3040771484375,138.26016235351562,205.81187438964844
2020-10-21,113.6815414428711,137.7826690673828,205.9556884765625
2020-10-22,112.59209442138672,136.35015869140625,206.0419921875
2020-10-23,111.90144348144531,137.18359375,207.3268280029297
2020-10-26,111.9111557006836,138.4598846435547,201.4300537109375
2020-10-27,113.41888427734375,139.38885498046875,204.46954345703125
2020-10-28,108.16622924804688,139.51904296875,194.33474731445312
2020-10-29,112.17382049560547,138.1646728515625,196.29074096679688
2020-10-30,105.89006042480469,136.80160522460938,194.13340759277344
2020-11-02,105.80252075195312,137.82635498046875,193.99913024902344
2020-11-03,107.42694854736328,137.0267791748047,197.93031311035156
2020-11-04,111.81389617919922,139.99913024902344,207.48020935058594
2020-11-05,115.78258514404297,140.24252319335938,214.09609985351562
2020-11-06,115.65106964111328,138.54766845703125,214.5084228515625
2020-11-09,113.34174346923828,135.63612365722656,209.39788818359375
2020-11-10,113.00069427490234,134.8539276123047,202.32171630859375
2020-11-11,116.43055725097656,135.34063720703125,207.63363647460938
2020-11-12,116.15772247314453,137.64382934570312,206.56932067871094
2020-11-13,116.20648193359375,137.4613800048828,207.59527587890625
2020-11-16,117.21983337402344,137.1310272216797,208.28561401367188
2020-11-17,116.3331298828125,138.02621459960938,205.62973022460938
2020-11-18,115.00794982910156,138.4259796142578,202.91873168945312
2020-11-19,115.60234832763672,139.13865661621094,204.20697021484375
2020-11-20,114.33561706542969,140.37289428710938,202.25538635253906
2020-11-23,110.93498229980469,139.72972106933594,201.98626708984375
2020-11-24,112.22117614746094,138.33912658691406,205.59124755859375
2020-11-25,113.05916595458984,137.91322326660156,205.60086059570312
2020-11-27,113.60482788085938,139.25167846679688,206.9082794189453
2020-11-30,116.00183868408203,139.07785034179688,205.7931365966797
2020-12-01,119.57786560058594,137.02725219726562,207.85037231445312
2020-12-02,119.92866516113281,135.93975830078125,207.0428924560547
2020-12-03,119.79224395751953,137.03587341308594,205.95655822753906
2020-12-04,119.11991119384766,135.0261688232422,206.0719451904297
2020-12-07,120.58149719238281,136.2442626953125,206.0045928955078
2020-12-08,121.19536590576172,136.8880157470703,207.65809631347656
2020-12-09,118.66193389892578,136.4356231689453,203.61090087890625
2020-12-10,120.08454132080078,137.64495849609375,202.38038635253906
2020-12-11,119.27582550048828,138.13218688964844,205.0144500732422
2020-12-14,118.66193389892578,137.7493438720703,205.91810607910156
2020-12-15,124.60575103759766,137.28823852539062,205.85079956054688
2020-12-16,124.53755187988281,136.92283630371094,210.80169677734375
2020-12-17,125.40475463867188,136.56056213378906,210.93626403808594
2020-12-18,123.41697692871094,136.15121459960938,210.1383819580078
2020-12-21,124.94678497314453,136.69117736816406,213.98370361328125
2020-12-22,128.50332641601562,137.3966522216797,215.28147888183594
2020-12-23,127.60687255859375,136.4473419189453,212.4744110107422
2020-12-24,128.5910186767578,136.98721313476562,214.13754272460938
2020-12-28,133.19015502929688,137.0482635498047,216.26211547851562
2020-12-29,131.41677856445312,136.8740997314453,215.48336791992188
2020-12-30,130.29620361328125,137.1702117919922,213.10887145996094
2020-12-31,129.2926025390625,137.37049865722656,213.82029724121094
2021-01-04,126.09657287597656,137.20497131347656,209.27316284179688
2021-01-05,127.65562438964844,136.1860809326172,209.4750518798828
2021-01-06,123.35853576660156,133.39036560058594,204.0435028076172
2021-01-07,127.56790161132812,132.21463012695312,209.8499755859375
2021-01-08,128.6690216064453,131.78785705566406,211.12850952148438
2021-01-11,125.67760467529297,131.5701904296875,209.08091735839844
2021-01-12,125.50218200683594,131.46566772460938,206.61985778808594
2021-01-13,127.53871154785156,132.9461669921875,207.975341796875
2021-01-14,125.6093978881836,131.7007598876953,204.78372192382812
2021-01-15,123.88470458984375,132.22332763671875,204.42803955078125
2021-01-19,124.55702209472656,132.65013122558594,208.07144165039062
2021-01-20,128.64950561523438,132.78079223632812,215.66603088378906
2021-01-21,133.36558532714844,131.8488311767578,216.27169799804688
2021-01-22,135.50927734375,132.2755889892578,217.2138214111328
2021-01-25,139.26063537597656,133.83448791503906,220.6553497314453
2021-01-26,139.49453735351562,133.5819549560547,223.3471221923828
2021-01-27,138.42266845703125,133.9216766357422,223.8950653076172
2021-01-28,133.57994079589844,133.1813507080078,229.69192504882812
2021-01-29,128.58131408691406,132.38014221191406,222.99143981933594
2021-02-01,130.70545959472656,132.5336151123047,230.3840789794922
2021-02-02,131.53369140625,131.67906188964844,230.24951171875
2021-02-03,130.51060485839844,130.5106964111328,233.60455322265625
2021-02-04,133.8722381591797,130.16188049316406,232.65286254882812
2021-02-05,133.45751953125,129.072021484375,232.8354949951172
2021-02-08,133.60389709472656,129.6387481689453,233.0950164794922
2021-02-09,132.7256622314453,129.73463439941406,234.34478759765625
2021-02-10,132.12060546875,130.59788513183594,233.4315185546875
2021-02-11,131.86691284179688,129.8829345703125,235.0369415283203
2021-02-12,132.10107421875,128.269775390625,235.5176544189453
2021-02-16,129.97372436523438,126.31665802001953,234.27748107910156
2021-02-17,127.6805191040039,127.11881256103516,235.2988739013672
2021-02-18,126.57778930664062,126.60435485839844,234.90380859375
2021-02-19,126.73390197753906,124.92163848876953,232.18658447265625
2021-02-22,122.95735168457031,123.97116088867188,225.96206665039062
2021-02-23,122.82073211669922,123.61383056640625,224.7672576904297
2021-02-24,122.32305145263672,122.8027572631836,226.00059509277344
2021-02-25,118.06832885742188,120.79739379882812,220.6432342529297
2021-02-26,118.33182525634766,124.79080200195312,223.9097137451172
2021-03-01,124.70413970947266,123.14260864257812,228.303466796875
2021-03-02,122.09860229492188,123.15135955810547,225.34539794921875
2021-03-03,119.11248779296875,121.8156967163086,219.26539611816406
2021-03-04,117.2291030883789,121.03002166748047,218.4656524658203
2021-03-05,118.48796844482422,121.2657470703125,223.15811157226562
2021-03-08,113.55013275146484,120.32292175292969,219.1015625
2021-03-09,118.16592407226562,121.99030303955078,225.25868225097656
2021-03-10,117.08272552490234,122.23471069335938,223.94825744628906
2021-03-11,119.0149154663086,121.35302734375,228.486572265625
2021-03-12,118.10737609863281,118.77774047851562,227.15682983398438
2021-03-15,120.99589538574219,119.4760971069336,226.25111389160156
2021-03-16,122.53775024414062,118.99594116210938,229.04542541503906
2021-03-17,121.74729919433594,118.10554504394531,228.3998565673828
2021-03-18,117.61942291259766,116.90959930419922,222.3102264404297
2021-03-19,117.09248352050781,117.6341552734375,221.95370483398438
2021-03-22,120.41036987304688,118.95232391357422,227.38812255859375
2021-03-23,119.5809097290039,120.02610778808594,228.92010498046875
2021-03-24,117.19007110595703,120.67208862304688,226.87742614746094
2021-03-25,117.67799377441406,119.72054290771484,223.87112426757812
2021-03-26,118.28299713134766,119.30150604248047,227.8602294921875
2021-03-29,118.45868682861328,118.28888702392578,226.66543579101562
2021-03-30,117.00466918945312,118.90868377685547,223.39901733398438
2021-03-31,119.20032501220703,118.24525451660156,227.17616271972656
2021-04-01,120.02980041503906,120.20774841308594,233.5163116455078
2021-04-05,122.85977172851562,119.68326568603516,239.99134826660156
2021-04-06,123.16227722167969,120.4961929321289,238.825439453125
2021-04-07,124.81147766113281,119.65699768066406,240.7910919189453
2021-04-08,127.21207427978516,120.64484405517578,244.01895141601562
2021-04-09,129.7882843017578,120.20774841308594,246.5242156982422
2021-04-12,128.07083129882812,120.15526580810547,246.58201599121094
2021-04-13,131.18374633789062,121.0556869506836,249.06793212890625
2021-04-14,128.8417510986328,120.6710433959961,246.273681640625
2021-04-15,131.25209045410156,122.69038391113281,250.04112243652344
2021-04-16,130.9203338623047,121.73755645751953,251.2359619140625
2021-04-19,131.58383178710938,121.3879165649414,249.30889892578125
2021-04-20,129.8956756591797,121.94738006591797,248.84637451171875
2021-04-21,130.27626037597656,122.19212341308594,251.08177185058594
2021-04-22,128.7539520263672,122.72537231445312,247.79608154296875
2021-04-23,131.0764617919922,122.43685913085938,251.6309814453125
2021-04-26,131.46678161621094,122.26206970214844,252.01646423339844
2021-04-27,131.14474487304688,121.19556427001953,252.4210968017578
2021-04-28,130.35427856445312,121.27420806884766,245.28118896484375
2021-04-29,130.2567138671875,120.91582489013672,243.30596923828125
2021-04-30,128.28550720214844,121.19556427001953,242.98797607421875
2021-05-03,129.3394317626953,121.26824951171875,242.6796417236328
2021-05-04,124.7626724243164,122.0911636352539,238.7579803466797
2021-05-05,125.00665283203125,122.29254150390625,237.4861297607422
2021-05-06,126.60704803466797,122.49385833740234,240.62730407714844
2021-05-07,127.2815170288086,121.8897933959961,243.2577667236328
2021-05-10,123.99708557128906,120.65535736083984,238.17019653320312
2021-05-11,123.07823944091797,119.97252655029297,237.25482177734375
2021-05-12,120.00885772705078,118.71194458007812,230.28842163085938
2021-05-13,122.15937042236328,118.8957290649414,234.1715087890625
2021-05-14,124.58360290527344,120.00758361816406,239.10487365722656
2021-05-17,123.43013000488281,119.753662109375,236.24310302734375
2021-05-18,122.0420913696289,119.44728088378906,234.2196502685547
2021-05-19,121.88568115234375,119.15837097167969,234.79913330078125
2021-05-20,124.4467544555664,120.13886260986328,238.04412841796875
2021-05-21,122.6090316772461,120.52407836914062,236.77899169921875
2021-05-24,124.241455078125,120.97053527832031,242.19696044921875
2021-05-25,124.04595947265625,122.0911636352539,243.10482788085938
2021-05-26,123.99708557128906,121.88101196289062,242.8826904296875
2021-05-27,122.46238708496094,121.39081573486328,240.77731323242188
2021-05-28,121.80747985839844,121.19817352294922,241.1345977783203
2021-06-01,121.48487854003906,121.17103576660156,238.93267822265625
2021-06-02,122.2473373413086,121.45157623291016,238.8361053466797
2021-06-03,120.76152801513672,120.99562072753906,237.3004913330078
2021-06-04,123.05867767333984,122.65267944335938,242.2066650390625
2021-06-07,123.06846618652344,122.27562713623047,245.12322998046875
2021-06-08,123.88957214355469,123.13483428955078,243.92572021484375
2021-06-09,124.27078247070312,124.22199249267578,244.91082763671875
2021-06-10,123.27371978759766,124.96717834472656,248.43589782714844
2021-06-11,124.48585510253906,124.76556396484375,249.06369018554688
2021-06-14,127.54546356201172,123.80989837646484,250.9951934814453
2021-06-15,126.72432708740234,123.66088104248047,249.5175323486328
2021-06-16,127.2228775024414,123.55570983886719,248.57107543945312
2021-06-17,128.8259735107422,125.40557861328125,251.9706268310547
2021-06-18,127.52588653564453,127.76395416259766,250.55091857910156
2021-06-21,129.32449340820312,125.62471771240234,253.64141845703125
2021-06-22,130.96670532226562,125.93156433105469,256.4228515625
2021-06-23,130.69305419921875,125.6072006225586,256.1910705566406
2021-06-24,130.40956115722656,125.80884552001953,257.56243896484375
2021-06-25,130.11630249023438,124.50257873535156,255.9495849609375
2021-06-28,131.7487030029297,125.78252410888672,259.5229187011719
2021-06-29,133.2638702392578,125.99293518066406,262.11126708984375
2021-06-30,133.87973022460938,126.55402374267578,261.6282958984375
2021-07-01,134.1827850341797,126.56107330322266,262.3044128417969
2021-07-02,136.812255859375,127.32481384277344,268.14727783203125
2021-07-06,138.82589721679688,128.81715393066406,268.1570129394531
2021-07-07,141.3185577392578,129.9583740234375,270.34930419921875
2021-07-08,140.0184783935547,130.46751403808594,267.9252014160156
2021-07-09,141.84646606445312,128.6328125,268.42742919921875
2021-07-12,141.25015258789062,128.4659881591797,267.8286437988281
2021-07-13,142.364501953125,127.48285675048828,271.3633728027344
2021-07-14,145.79550170898438,128.93128967285156,272.8410949707031
2021-07-15,145.14064025878906,130.35340881347656,271.41168212890625
2021-07-16,143.09762573242188,130.107666015625,271.1412353515625
2021-07-19,139.24623107910156,132.96066284179688,267.5292053222656
2021-07-20,142.86302185058594,131.67898559570312,269.76025390625
2021-07-21,142.12989807128906,130.01104736328125,271.76904296875
2021-07-22,143.49842834472656,131.24005126953125,276.3467712402344
2021-07-23,145.2188262939453,130.36219787597656,279.7559814453125
2021-07-26,145.63916015625,129.97598266601562,279.1572265625
2021-07-27,143.4690704345703,131.36300659179688,276.7330322265625
2021-07-28,141.71932983398438,131.37173461914062,276.4240417480469
2021-07-29,142.364501953125,130.64308166503906,276.6944580078125
2021-07-30,142.57955932617188,131.2576141357422,275.158935546875
2021-08-02,142.2471923828125,132.4283905029297,275.0719909667969
2021-08-03,144.04583740234375,132.49871826171875,277.2931823730469
2021-08-04,143.64503479003906,132.77117919921875,276.7040710449219
2021-08-05,143.75253295898438,132.09432983398438,279.6111145019531
2021-08-06,143.06729125976562,129.8882293701172,279.5531921386719
2021-08-09,143.01832580566406,129.4224395751953,278.4617614746094
2021-08-10,142.53863525390625,128.8247528076172,276.6365051269531
2021-08-11,142.79315185546875,128.74566650390625,277.1290588378906
2021-08-12,145.75946044921875,128.53472900390625,279.8912048339844
2021-08-13,145.96505737304688,130.56503295898438,282.8271484375
2021-08-16,147.9425506591797,130.88145446777344,284.5172424316406
2021-08-17,147.0321502685547,130.8286895751953,283.04925537109375
2021-08-18,143.2826690673828,131.26817321777344,281.3172607421875
2021-08-19,143.61550903320312,132.23497009277344,287.1616516113281
2021-08-20,145.0741729736328,132.32284545898438,294.5058898925781
2021-08-23,146.562255859375,132.23497009277344,294.78656005859375
2021-08-24,146.47409057617188,131.2066650390625,292.822265625
2021-08-25,145.24058532714844,130.11676025390625,292.23199462890625
2021-08-26,144.43785095214844,130.4771270751953,289.4066162109375
2021-08-27,145.47552490234375,131.36485290527344,290.0162048339844
2021-08-30,149.9005126953125,131.70761108398438,293.76080322265625
2021-08-31,148.6376495361328,130.81112670898438,292.1062316894531
2021-09-01,149.3033447265625,131.03025817871094,292.0578308105469
2021-09-02,150.41937255859375,131.6022491455078,291.3998107910156
2021-09-03,151.0557403564453,130.40541076660156,291.3901672363281
2021-09-07,153.39549255371094,129.30532836914062,290.4613037109375
2021-09-08,151.8486785888672,130.1853790283203,290.4903259277344
2021-09-09,150.8305206298828,131.76071166992188,287.6261291503906
2021-09-10,145.83778381347656,130.59902954101562,286.1360168457031
2021-09-13,146.4055633544922,131.39111328125,287.37451171875
2021-09-14,145.005615234375,132.9839630126953,290.0838928222656
2021-09-15,145.8965301513672,132.51754760742188,294.95098876953125
2021-09-16,145.6615447998047,131.9102783203125,295.3381042480469
2021-09-17,142.98895263671875,131.27664184570312,290.16131591796875
2021-09-20,139.93453979492188,132.90475463867188,284.7716064453125
2021-09-21,140.41427612304688,132.7903289794922,285.2553405761719
2021-09-22,142.7833709716797,133.58238220214844,288.91302490234375
2021-09-23,143.7427520751953,130.56381225585938,289.861328125
2021-09-24,143.83087158203125,129.28773498535156,289.65814208984375
2021-09-27,142.3135223388672,128.81253051757812,284.6458740234375
2021-09-28,138.9262237548828,126.8060302734375,274.340576171875
2021-09-29,139.82687377929688,127.0260238647461,274.8051452636719
2021-09-30,138.5248565673828,127.00846099853516,272.7924499511719
2021-10-01,139.65065002441406,128.07730102539062,279.7399597167969
2021-10-04,136.2144775390625,127.7512435913086,273.94384765625
2021-10-05,138.14303588867188,126.51759338378906,279.41094970703125
2021-10-06,139.0143280029297,127.23138427734375,283.6201171875
2021-10-07,140.2772216796875,125.90081787109375,285.3038330078125
2021-10-08,139.89537048339844,125.01962280273438,285.3038330078125
2021-10-11,139.80731201171875,124.70240020751953,284.7038879394531
2021-10-12,138.5346221923828,126.83491516113281,283.3976135253906
2021-10-13,137.947265625,128.0684814453125,286.7164611816406
2021-10-14,140.73731994628906,128.54429626464844,292.9480895996094
2021-10-15,141.79457092285156,127.79530334472656,294.3607482910156
