Date,AAPL,MSFT,TLT
2020-04-22,66.84008026123047,165.51321411132812,146.16290283203125
2020-04-23,66.58104705810547,163.51010131835938,146.93887329101562
2020-04-24,68.5031967163086,166.49566650390625,147.28366088867188
2020-04-27,68.55164337158203,166.01876831054688,144.54209899902344
2020-04-28,67.44043731689453,161.9744110107422,146.2060089111328
2020-04-29,69.6555404663086,169.24278259277344,145.44737243652344
2020-04-30,71.12499237060547,170.94068908691406,143.7489776611328
2020-05-01,69.97993469238281,166.5147705078125,144.97996520996094
2020-05-04,70.97006225585938,170.58770751953125,144.29800415039062
2020-05-05,72.03524780273438,172.41912841796875,143.37432861328125
2020-05-06,72.7784423828125,174.1169891357422,141.0608673095703
2020-05-07,73.53134155273438,175.1280975341797,143.4175262451172
2020-05-08,75.2815170288086,176.15821838378906,141.55288696289062
2020-05-11,76.4660873413086,178.1232147216797,140.44802856445312
2020-05-12,75.59220886230469,174.0883331298828,141.88954162597656
2020-05-13,74.67951965332031,171.4557342529297,142.88226318359375
2020-05-14,75.1382827758789,172.19973754882812,144.2806854248047
2020-05-15,74.69407653808594,174.70838928222656,143.90957641601562
2020-05-18,76.45394897460938,176.3776397705078,140.7501220703125
2020-05-19,76.01216888427734,175.1566619873047,141.2766876220703
2020-05-20,77.49046325683594,177.58624267578125,141.6996612548828
2020-05-21,76.9127426147461,175.4532012939453,142.05360412597656
2020-05-22,77.40792083740234,175.52972412109375,142.90817260742188
2020-05-26,76.88360595703125,173.6741180419922,140.99185180664062
2020-05-27,77.21859741210938,173.9036865234375,140.73284912109375
2020-05-28,77.25257110595703,173.51144409179688,140.2149200439453
2020-05-29,77.17732238769531,175.2810516357422,141.21624755859375
2020-06-01,78.12643432617188,174.87930297851562,140.2655029296875
2020-06-02,78.48812103271484,176.8688507080078,139.75552368164062
2020-06-03,78.92020416259766,177.29928588867188,137.8971710205078
2020-06-04,78.24053955078125,174.9653778076172,135.90054321289062
2020-06-05,80.46891784667969,179.05926513671875,134.93247985839844
2020-06-08,80.9446792602539,180.1688232421875,135.45111083984375
2020-06-09,83.500732421875,181.54620361328125,136.98965454101562
2020-06-10,85.64899444580078,188.28004455566406,139.02085876464844
2020-06-11,81.5369644165039,178.1697235107422,141.64842224121094
2020-06-12,82.24091339111328,179.57579040527344,140.2828369140625
2020-06-15,83.25799560546875,180.7235870361328,140.36053466796875
2020-06-16,85.46452331542969,185.15225219726562,138.20835876464844
2020-06-17,85.34557342529297,185.7931365966797,138.77880859375
2020-06-18,85.37957000732422,187.78268432617188,140.2482452392578
2020-06-19,84.89165496826172,186.66355895996094,140.36053466796875
2020-06-22,87.11274719238281,191.84786987304688,140.37789916992188
2020-06-23,88.97215270996094,193.12960815429688,139.41847229003906
2020-06-24,87.401611328125,189.23658752441406,140.91380310058594
2020-06-25,88.56189727783203,191.62786865234375,141.32000732421875
2020-06-26,85.84078216552734,187.792236328125,142.8325958251953
2020-06-29,87.81912994384766,189.81048583984375,142.38308715820312
2020-06-30,88.55218505859375,194.66001892089844,141.6916046142578
2020-07-01,88.38471221923828,195.79824829101562,141.4164581298828
2020-07-02,88.38471221923828,197.2904052734375,141.56358337402344
2020-07-06,90.74901580810547,201.5373077392578,140.98379516601562
2020-07-07,90.4674301147461,199.19386291503906,142.9654541015625
2020-07-08,92.57442474365234,203.57470703125,142.3943328857422
2020-07-09,92.97252655029297,204.99989318847656,144.6615753173828
2020-07-10,93.13516235351562,204.37815856933594,143.93466186523438
2020-07-13,92.70552825927734,198.06521606445312,144.41064453125
2020-07-14,94.23963928222656,199.28953552246094,144.6182861328125
2020-07-15,94.88773345947266,198.9929962158203,143.943359375
2020-07-16,93.72016143798828,195.05215454101562,144.62692260742188
2020-07-17,93.53084564208984,194.05738830566406,144.3240509033203
2020-07-20,95.50191497802734,202.398193359375,144.67889404296875
2020-07-21,94.18380737304688,199.672119140625,144.76539611816406
2020-07-22,94.44839477539062,202.54171752929688,145.1981201171875
2020-07-23,90.14942932128906,193.732177734375,146.89414978027344
2020-07-24,89.9261245727539,192.54612731933594,146.88548278808594
2020-07-27,92.0573959350586,194.98526000976562,146.34034729003906
2020-07-28,90.54512023925781,193.2348175048828,147.352783203125
2020-07-29,92.28073120117188,195.1860809326172,147.1018524169922
2020-07-30,93.39733123779297,195.03305053710938,148.07106018066406
2020-07-31,103.17497253417969,196.0948028564453,147.97586059570312
2020-08-03,105.77474212646484,207.1233367919922,147.23085021972656
2020-08-04,106.48111724853516,204.01466369628906,148.63430786132812
2020-08-05,106.8670883178711,203.67990112304688,147.3348388671875
2020-08-06,110.5955810546875,206.941650390625,148.15780639648438
2020-08-07,108.08110046386719,203.2399444580078,147.17019653320312
2020-08-10,109.65203857421875,199.19386291503906,146.5118408203125
2020-08-11,106.39099884033203,194.53565979003906,144.7705078125
2020-08-12,109.92683410644531,200.09303283691406,143.45367431640625
2020-08-13,111.87226867675781,199.62429809570312,141.92025756835938
2020-08-14,111.7725601196289,199.81558227539062,141.36587524414062
2020-08-17,111.48075866699219,201.13560485839844,141.7210693359375
2020-08-18,112.40969848632812,202.29302978515625,142.73463439941406
2020-08-19,112.55074310302734,201.06570434570312,141.8423614501953
2020-08-20,115.04822540283203,205.74476623535156,143.12452697753906
2020-08-21,120.97691345214844,204.24899291992188,143.9821319580078
2020-08-24,122.4238510131836,204.89138793945312,143.74819946289062
2020-08-25,121.41949462890625,207.5569610595703,142.6480255126953
2020-08-26,123.07068634033203,212.0442352294922,142.10226440429688
2020-08-27,121.59945678710938,217.25064086914062,139.6852264404297
2020-08-28,121.40247344970703,219.4846954345703,139.5812225341797
2020-08-31,125.51951599121094,216.243896484375,140.50823974609375
2020-09-01,130.51927185058594,217.91224670410156,142.11532592773438
2020-09-02,127.81512451171875,222.1119384765625,143.46826171875
2020-09-03,117.58211517333984,208.35275268554688,143.8759002685547
2020-09-04,117.65994262695312,205.42835998535156,141.1439666748047
2020-09-08,109.74201202392578,194.3155517578125,142.01124572753906
2020-09-09,114.11925506591797,202.5901641845703,141.6295623779297
2020-09-10,110.39373779296875,196.9139404296875,142.34947204589844
2020-09-11,108.94440460205078,195.62911987304688,142.6529998779297
2020-09-14,112.21273803710938,196.95233154296875,142.6443634033203
2020-09-15,112.3878173828125,200.18357849121094,142.29742431640625
2020-09-16,109.07083129882812,196.6071319580078,141.8724822998047
2020-09-17,107.32968139648438,194.55526733398438,142.30609130859375
2020-09-18,103.9251708984375,192.13902282714844,141.86387634277344
2020-09-21,107.0767822265625,194.2005157470703,142.5836181640625
2020-09-22,108.75958251953125,198.8795623779297,142.47088623046875
2020-09-23,104.19754028320312,192.3307647705078,142.6616668701172
2020-09-24,105.26750946044922,194.82374572753906,143.2080841064453
2020-09-25,109.21675872802734,199.26307678222656,143.2080841064453
2020-09-28,111.82362365722656,200.81642150878906,142.80047607421875
2020-09-29,110.97734832763672,198.7261505126953,142.96522521972656
2020-09-30,112.65045166015625,201.6697540283203,141.5949249267578
2020-10-01,113.60372161865234,203.7120361328125,141.8284912109375
2020-10-02,109.93656921386719,197.70025634765625,141.298828125
2020-10-05,113.32162475585938,201.71768188476562,138.5380096435547
2020-10-06,110.07276153564453,197.43173217773438,139.28466796875
2020-10-07,111.94036865234375,201.19029235839844,138.26889038085938
2020-10-08,111.83334350585938,201.9094696044922,139.01553344726562
2020-10-09,113.77880859375,206.9241180419922,138.98953247070312
2020-10-12,121.00609588623047,212.28392028808594,139.4321746826172
2020-10-13,117.7961196899414,213.683837890625,140.43064880371094
2020-10-14,117.88367462158203,211.7661590576172,140.75189208984375
2020-10-15,117.41675567626953,210.6156005859375,140.5088348388672
2020-10-16,115.77286529541016,210.6156005859375,140.11810302734375
2020-10-19,112.81580352783203,205.3995361328125,139.58853149414062
2020-10-20,114.30406188964844,205.8118438720703,138.26019287109375
2020-10-21,113.68151092529297,205.95567321777344,137.78269958496094
2020-10-22,112.59207916259766,206.0419921875,136.35012817382812
2020-10-23,111.90145874023438,207.3268280029297,137.1836395263672
2020-10-26,111.91118621826172,201.4300079345703,138.45982360839844
2020-10-27,113.41889953613281,204.46954345703125,139.38882446289062
2020-10-28,108.16622161865234,194.33473205566406,139.51905822753906
2020-10-29,112.17379760742188,196.29071044921875,138.1647491455078
2020-10-30,105.89006042480469,194.1333770751953,136.8016357421875
2020-11-02,105.80249786376953,193.99913024902344,137.82632446289062
2020-11-03,107.42696380615234,197.9303436279297,137.02671813964844
2020-11-04,111.81389617919922,207.480224609375,139.99913024902344
2020-11-05,115.78260803222656,214.09613037109375,140.24244689941406
2020-11-06,115.65106201171875,214.5084228515625,138.5476531982422
2020-11-09,113.34173583984375,209.39785766601562,135.6361083984375
2020-11-10,113.00070190429688,202.3217315673828,134.85391235351562
2020-11-11,116.4305648803711,207.63365173339844,135.34066772460938
2020-11-12,116.1577377319336,206.5693359375,137.643798828125
2020-11-13,116.20646667480469,207.59532165527344,137.46127319335938
2020-11-16,117.2198257446289,208.28562927246094,137.13099670410156
2020-11-17,116.33314514160156,205.6297149658203,138.0261993408203
2020-11-18,115.00796508789062,202.91871643066406,138.426025390625
2020-11-19,115.60234069824219,204.20693969726562,139.138671875
2020-11-20,114.33561706542969,202.2554168701172,140.372802734375
2020-11-23,110.93498229980469,201.9862518310547,139.7296905517578
2020-11-24,112.22118377685547,205.59124755859375,138.33908081054688
2020-11-25,113.05915832519531,205.60089111328125,137.9132537841797
2020-11-27,113.60482025146484,206.90829467773438,139.25172424316406
2020-11-30,116.0018539428711,205.7930908203125,139.07786560058594
2020-12-01,119.57786560058594,207.85043334960938,137.0271759033203
2020-12-02,119.92864990234375,207.04286193847656,135.939697265625
2020-12-03,119.792236328125,205.95655822753906,137.0360107421875
2020-12-04,119.11991119384766,206.07188415527344,135.02618408203125
2020-12-07,120.58149719238281,206.0045928955078,136.2441864013672
2020-12-08,121.19536590576172,207.65811157226562,136.88809204101562
2020-12-09,118.66193389892578,203.6109161376953,136.4356231689453
2020-12-10,120.08454895019531,202.38038635253906,137.64495849609375
2020-12-11,119.27581787109375,205.01443481445312,138.13214111328125
2020-12-14,118.66193389892578,205.91810607910156,137.74932861328125
2020-12-15,124.60575866699219,205.85079956054688,137.2882080078125
2020-12-16,124.53754425048828,210.8017120361328,136.9228057861328
2020-12-17,125.4047622680664,210.9362335205078,136.56056213378906
2020-12-18,123.41700744628906,210.13839721679688,136.15121459960938
2020-12-21,124.94679260253906,213.9836883544922,136.6912078857422
2020-12-22,128.50338745117188,215.28147888183594,137.3966522216797
2020-12-23,127.60688781738281,212.4744110107422,136.44729614257812
2020-12-24,128.5910186767578,214.13754272460938,136.98728942871094
2020-12-28,133.190185546875,216.2620849609375,137.04824829101562
2020-12-29,131.41676330566406,215.4833984375,136.87405395507812
2020-12-30,130.29617309570312,213.10890197753906,137.17015075683594
2020-12-31,129.29257202148438,213.8202667236328,137.3704833984375
2021-01-04,126.09660339355469,209.27316284179688,137.20506286621094
2021-01-05,127.6556167602539,209.4750518798828,136.1860809326172
2021-01-06,123.35852813720703,204.04347229003906,133.3904571533203
2021-01-07,127.56790924072266,209.84994506835938,132.2146453857422
2021-01-08,128.6689910888672,211.12850952148438,131.7879180908203
2021-01-11,125.67756652832031,209.0808868408203,131.57020568847656
2021-01-12,125.50220489501953,206.619873046875,131.46563720703125
2021-01-13,127.53870391845703,207.97531127929688,132.9462432861328
2021-01-14,125.6093978881836,204.78372192382812,131.70079040527344
2021-01-15,123.88469696044922,204.42800903320312,132.22335815429688
2021-01-19,124.55704498291016,208.07150268554688,132.65003967285156
2021-01-20,128.6494903564453,215.66603088378906,132.78073120117188
2021-01-21,133.3656005859375,216.27166748046875,131.84886169433594
2021-01-22,135.50926208496094,217.2137908935547,132.27561950683594
2021-01-25,139.2606658935547,220.65541076660156,133.83457946777344
2021-01-26,139.49453735351562,223.34710693359375,133.5819854736328
2021-01-27,138.4226531982422,223.8950958251953,133.9216766357422
2021-01-28,133.57994079589844,229.6919403076172,133.1813201904297
2021-01-29,128.58131408691406,222.9914093017578,132.38011169433594
2021-02-01,130.7054901123047,230.3840789794922,132.5335693359375
2021-02-02,131.53372192382812,230.24949645996094,131.67910766601562
2021-02-03,130.5106201171875,233.6045379638672,130.51068115234375
2021-02-04,133.87225341796875,232.65281677246094,130.16192626953125
2021-02-05,133.45751953125,232.8354949951172,129.0719757080078
2021-02-08,133.60386657714844,233.0950469970703,129.63870239257812
2021-02-09,132.72567749023438,234.3448486328125,129.734619140625
2021-02-10,132.12062072753906,233.43150329589844,130.59791564941406
2021-02-11,131.86688232421875,235.03697204589844,129.88287353515625
2021-02-12,132.10105895996094,235.51763916015625,128.2698974609375
2021-02-16,129.97373962402344,234.27749633789062,126.31668090820312
2021-02-17,127.68048095703125,235.29884338378906,127.11888122558594
2021-02-18,126.5777359008789,234.90380859375,126.60440826416016
2021-02-19,126.7338638305664,232.18655395507812,124.92162322998047
2021-02-22,122.95735168457031,225.96205139160156,123.97117614746094
2021-02-23,122.82073974609375,224.7672882080078,123.61372375488281
2021-02-24,122.32305145263672,226.00059509277344,122.80284881591797
2021-02-25,118.06832122802734,220.6432647705078,120.79733276367188
2021-02-26,118.3318099975586,223.9097442626953,124.79078674316406
2021-03-01,124.70413208007812,228.30348205566406,123.14263916015625
2021-03-02,122.09860229492188,225.34539794921875,123.15135955810547
2021-03-03,119.11250305175781,219.265380859375,121.81571960449219
2021-03-04,117.22908782958984,218.46563720703125,121.03001403808594
2021-03-05,118.48794555664062,223.15814208984375,121.26571655273438
2021-03-08,113.55013275146484,219.10159301757812,120.32292938232422
2021-03-09,118.16590881347656,225.2586669921875,121.99029541015625
2021-03-10,117.08273315429688,223.94825744628906,122.23473358154297
2021-03-11,119.01492309570312,228.48655700683594,121.35299682617188
2021-03-12,118.10737609863281,227.15687561035156,118.77771759033203
2021-03-15,120.99588012695312,226.25111389160156,119.47610473632812
2021-03-16,122.53775024414062,229.04544067382812,118.99597930908203
2021-03-17,121.7472915649414,228.39981079101562,118.10552978515625
2021-03-18,117.61943817138672,222.31021118164062,116.90953826904297
2021-03-19,117.09246826171875,221.95370483398438,117.63410949707031
2021-03-22,120.41036224365234,227.3881378173828,118.95233154296875
2021-03-23,119.5809097290039,228.92018127441406,120.0261001586914
2021-03-24,117.19007873535156,226.87742614746094,120.6720962524414
2021-03-25,117.67798614501953,223.8711395263672,119.72055053710938
2021-03-26,118.28302001953125,227.86024475097656,119.30154418945312
2021-03-29,118.45867156982422,226.6654815673828,118.28884887695312
2021-03-30,117.00467681884766,223.39901733398438,118.90864562988281
2021-03-31,119.2003402709961,227.17611694335938,118.2452163696289
2021-04-01,120.02980041503906,233.5163116455078,120.2077407836914
2021-04-05,122.8597640991211,239.99139404296875,119.68323516845703
2021-04-06,123.16228485107422,238.82546997070312,120.49622344970703
2021-04-07,124.81147003173828,240.79107666015625,119.65699768066406
2021-04-08,127.21206665039062,244.0189666748047,120.644775390625
2021-04-09,129.788330078125,246.5242156982422,120.2077407836914
2021-04-12,128.0708465576172,246.58204650878906,120.15526580810547
2021-04-13,131.1837921142578,249.06790161132812,121.05567932128906
2021-04-14,128.84173583984375,246.27365112304688,120.67105865478516
2021-04-15,131.25210571289062,250.04116821289062,122.69035339355469
2021-04-16,130.9202880859375,251.23597717285156,121.73759460449219
2021-04-19,131.58389282226562,249.30886840820312,121.38787841796875
2021-04-20,129.89566040039062,248.84642028808594,121.94732666015625
2021-04-21,130.27622985839844,251.0818328857422,122.192138671875
2021-04-22,128.75390625,247.79612731933594,122.72535705566406
2021-04-23,131.07647705078125,251.63104248046875,122.4368896484375
2021-04-26,131.46678161621094,252.0164337158203,122.2620620727539
2021-04-27,131.14474487304688,252.42117309570312,121.195556640625
2021-04-28,130.35433959960938,245.28125,121.27423095703125
2021-04-29,130.2567138671875,243.3059539794922,120.91584777832031
2021-04-30,128.28550720214844,242.9879913330078,121.195556640625
2021-05-03,129.33941650390625,242.6796417236328,121.2682113647461
2021-05-04,124.76268768310547,238.75804138183594,122.09109497070312
2021-05-05,125.00663757324219,237.48611450195312,122.29251861572266
2021-05-06,126.60706329345703,240.62725830078125,122.49382019042969
2021-05-07,127.28150939941406,243.2577667236328,121.88977813720703
2021-05-10,123.99708557128906,238.17022705078125,120.6553955078125
2021-05-11,123.07823181152344,237.2548370361328,119.97249603271484
2021-05-12,120.00885009765625,230.2883758544922,118.71190643310547
2021-05-13,122.15937805175781,234.1715087890625,118.89570617675781
2021-05-14,124.58360290527344,239.1048583984375,120.0075912475586
2021-05-17,123.43012237548828,236.24310302734375,119.7536849975586
2021-05-18,122.04206085205078,234.21969604492188,119.44729614257812
2021-05-19,121.88567352294922,234.7991180419922,119.15839385986328
2021-05-20,124.44674682617188,238.04412841796875,120.13887023925781
2021-05-21,122.60901641845703,236.77896118164062,120.52410125732422
2021-05-24,124.2414779663086,242.19699096679688,120.97055053710938
2021-05-25,124.04594421386719,243.10482788085938,122.09109497070312
2021-05-26,123.99708557128906,242.88270568847656,121.88103485107422
2021-05-27,122.46240997314453,240.77728271484375,121.39075469970703
2021-05-28,121.80746459960938,241.13461303710938,121.19819641113281
2021-06-01,121.48489379882812,238.93267822265625,121.17100524902344
2021-06-02,122.24735260009766,238.83612060546875,121.45152282714844
2021-06-03,120.76153564453125,237.30052185058594,120.99561309814453
2021-06-04,123.05867004394531,242.2066192626953,122.65257263183594
2021-06-07,123.0684585571289,245.123291015625,122.27570343017578
2021-06-08,123.88955688476562,243.92572021484375,123.1348648071289
2021-06-09,124.27079010009766,244.91079711914062,124.2220230102539
2021-06-10,123.27374267578125,248.4359130859375,124.96717834472656
2021-06-11,124.48583221435547,249.0636749267578,124.76551055908203
2021-06-14,127.54545593261719,250.99517822265625,123.80989074707031
2021-06-15,126.72435760498047,249.51754760742188,123.66087341308594
2021-06-16,127.22284698486328,248.57113647460938,123.5556640625
2021-06-17,128.82595825195312,251.9706573486328,125.40553283691406
2021-06-18,127.52588653564453,250.55096435546875,127.76395416259766
2021-06-21,129.32449340820312,253.6414337158203,125.62472534179688
2021-06-22,130.96673583984375,256.4228515625,125.93156433105469
2021-06-23,130.6930389404297,256.1910400390625,125.6072006225586
2021-06-24,130.40956115722656,257.5625,125.8088607788086
2021-06-25,130.11630249023438,255.9495849609375,124.50249481201172
2021-06-28,131.74871826171875,259.52294921875,125.7824935913086
2021-06-29,133.26388549804688,262.1112365722656,125.99296569824219
2021-06-30,133.87969970703125,261.6283874511719,126.55401611328125
2021-07-01,134.1827392578125,262.30438232421875,126.56108093261719
2021-07-02,136.81224060058594,268.1473083496094,127.3248062133789
2021-07-06,138.82591247558594,268.1570129394531,128.81715393066406
2021-07-07,141.31857299804688,270.34930419921875,129.95835876464844
2021-07-08,140.0184783935547,267.92523193359375,130.467529296875
2021-07-09,141.84642028808594,268.4274597167969,128.63278198242188
2021-07-12,141.25010681152344,267.8286437988281,128.46603393554688
2021-07-13,142.3644561767578,271.3634033203125,127.4827651977539
2021-07-14,145.7955322265625,272.8409729003906,128.93124389648438
2021-07-15,145.14060974121094,271.41168212890625,130.35342407226562
2021-07-16,143.09762573242188,271.1412048339844,130.10765075683594
2021-07-19,139.24623107910156,267.529296875,132.960693359375
2021-07-20,142.8629913330078,269.76019287109375,131.678955078125
2021-07-21,142.12986755371094,271.7690124511719,130.01104736328125
2021-07-22,143.49842834472656,276.3467712402344,131.24005126953125
2021-07-23,145.2187957763672,279.7560119628906,130.36216735839844
2021-07-26,145.63916015625,279.15716552734375,129.97592163085938
2021-07-27,143.46908569335938,276.7330627441406,131.36297607421875
2021-07-28,141.71932983398438,276.4240417480469,131.3717498779297
2021-07-29,142.3644561767578,276.69451904296875,130.6431427001953
2021-07-30,142.57955932617188,275.1588134765625,131.25762939453125
2021-08-02,142.2471923828125,275.0718688964844,132.4283447265625
2021-08-03,144.0458221435547,277.293212890625,132.49867248535156
2021-08-04,143.64500427246094,276.7041320800781,132.7711181640625
2021-08-05,143.7525177001953,279.6110534667969,132.09437561035156
2021-08-06,143.06724548339844,279.55316162109375,129.8883056640625
2021-08-09,143.01834106445312,278.4618225097656,129.42234802246094
2021-08-10,142.5386505126953,276.6364440917969,128.8247528076172
2021-08-11,142.7931671142578,277.1291198730469,128.74566650390625
2021-08-12,145.75946044921875,279.89111328125,128.5347137451172
2021-08-13,145.96502685546875,282.8271179199219,130.5649871826172
2021-08-16,147.94256591796875,284.51727294921875,130.8814697265625
2021-08-17,147.03213500976562,283.0492248535156,130.82870483398438
2021-08-18,143.2826690673828,281.3172912597656,131.26817321777344
2021-08-19,143.6155242919922,287.1615905761719,132.23500061035156
2021-08-20,145.07418823242188,294.5058898925781,132.3228759765625
2021-08-23,146.56224060058594,294.78656005859375,132.23500061035156
2021-08-24,146.47413635253906,292.8222351074219,131.20664978027344
2021-08-25,145.24058532714844,292.23199462890625,130.1167449951172
2021-08-26,144.43783569335938,289.4065246582031,130.47711181640625
2021-08-27,145.47557067871094,290.0162048339844,131.36476135253906
2021-08-30,149.9005126953125,293.7608337402344,131.70762634277344
2021-08-31,148.6376495361328,292.106201171875,130.8110809326172
2021-09-01,149.30331420898438,292.05780029296875,131.03033447265625
2021-09-02,150.4193878173828,291.3998107910156,131.60231018066406
2021-09-03,151.0557403564453,291.39019775390625,130.4053955078125
2021-09-07,153.39544677734375,290.46124267578125,129.3053741455078
2021-09-08,151.8486785888672,290.4902648925781,130.1853790283203
2021-09-09,150.83053588867188,287.6260986328125,131.7606964111328
2021-09-10,145.8377685546875,286.1360168457031,130.5990753173828
2021-09-13,146.40557861328125,287.37451171875,131.39111328125
2021-09-14,145.00564575195312,290.0838623046875,132.9839630126953
2021-09-15,145.89651489257812,294.9510498046875,132.51751708984375
2021-09-16,145.66159057617188,295.33807373046875,131.91030883789062
2021-09-17,142.9889678955078,290.1612854003906,131.27664184570312
2021-09-20,139.93455505371094,284.7716369628906,132.9047393798828
2021-09-21,140.4142608642578,285.25543212890625,132.7903594970703
2021-09-22,142.78341674804688,288.9130859375,133.5823516845703
2021-09-23,143.74276733398438,289.861328125,130.56385803222656
2021-09-24,143.8308563232422,289.6581115722656,129.28773498535156
2021-09-27,142.3134307861328,284.6458435058594,128.81253051757812
2021-09-28,138.92620849609375,274.3405456542969,126.80603790283203
2021-09-29,139.82687377929688,274.80511474609375,127.0260009765625
2021-09-30,138.52481079101562,272.7924499511719,127.00840759277344
2021-10-01,139.65066528320312,279.7400207519531,128.0773162841797
2021-10-04,136.2144775390625,273.9438781738281,127.75122833251953
2021-10-05,138.14305114746094,279.4110107421875,126.51764678955078
2021-10-06,139.0143280029297,283.6201477050781,127.2313232421875
2021-10-07,140.2771759033203,285.3038330078125,125.90080261230469
2021-10-08,139.8953857421875,285.3038330078125,125.01962280273438
2021-10-11,139.80731201171875,284.70391845703125,124.70243835449219
2021-10-12,138.53465270996094,283.3975830078125,126.83482360839844
2021-10-13,137.94723510742188,286.716552734375,128.06842041015625
2021-10-14,140.73733520507812,292.9480285644531,128.54432678222656
2021-10-15,141.7946014404297,294.3608093261719,127.79536437988281
2021-10-18,143.46864318847656,297.34112548828125,128.3944854736328
